"rgn_id","product","year","tonnes"
4,"fish_oil",1982,14488.4678571429
4,"fish_oil",1983,14250.4346666667
4,"fish_oil",1984,14985.2802287582
4,"fish_oil",1985,15899.6977564103
4,"fish_oil",1986,16378.2233974359
4,"fish_oil",1987,15574.2157407407
4,"fish_oil",1988,14793.5731818182
4,"fish_oil",1989,13913.5863636364
4,"fish_oil",1990,13637.398030303
4,"fish_oil",1991,13055.1004385965
4,"fish_oil",1992,10815.535483871
4,"fish_oil",1993,10028.2596354167
4,"fish_oil",1994,10446.0425373134
4,"fish_oil",1995,11179.6531400966
4,"fish_oil",1996,12180.429047619
4,"fish_oil",1997,12195.2907407407
4,"fish_oil",1998,10297.6077625571
4,"fish_oil",1999,9020.91474358974
4,"fish_oil",2000,8884.65364583333
4,"fish_oil",2001,8761.35395537892
4,"fish_oil",2002,9087.7163614924
4,"fish_oil",2003,8856.92998396682
4,"fish_oil",2004,8226.97945884629
4,"fish_oil",2005,7988.16029411765
4,"fish_oil",2006,8565.76137254902
4,"fish_oil",2007,9123.97911764706
4,"fish_oil",2008,9349.69418604651
4,"fish_oil",2009,10121.9752906977
4,"fish_oil",2010,10469.0072674419
4,"fish_oil",2011,10638.9052325581
4,"ornamentals",1976,542.655173054384
4,"ornamentals",1977,463.172567097432
4,"ornamentals",1978,439.845989642189
4,"ornamentals",1979,421.609946486207
4,"ornamentals",1980,399.605928972478
4,"ornamentals",1981,371.003415753039
4,"ornamentals",1982,357.883940170166
4,"ornamentals",1983,343.745168041107
4,"ornamentals",1984,302.675343191193
4,"ornamentals",1985,284.612495148512
4,"ornamentals",1986,272.377201345451
4,"ornamentals",1987,270.826246610533
4,"ornamentals",1988,214.231444660196
4,"ornamentals",1989,208.690365760879
4,"ornamentals",1990,209.760427311372
4,"ornamentals",1991,283.93593947223
4,"ornamentals",1992,276.967480984012
4,"ornamentals",1993,279.851741315415
4,"ornamentals",1994,286.867327156732
4,"ornamentals",1995,292.498817275045
4,"ornamentals",1996,314.029589728251
4,"ornamentals",1997,334.197914250868
4,"ornamentals",1998,338.002648431083
4,"ornamentals",1999,314.828039138238
4,"ornamentals",2000,285.987010427585
4,"ornamentals",2001,273.452052677779
4,"ornamentals",2002,278.188074411637
4,"ornamentals",2003,296.376440565339
4,"ornamentals",2004,309.840475822311
4,"ornamentals",2005,334.443146517258
4,"ornamentals",2006,346.782761450866
4,"ornamentals",2007,356.490727925976
4,"ornamentals",2008,362.505058536007
4,"ornamentals",2009,352.364705969646
4,"ornamentals",2010,351.661402307304
4,"ornamentals",2011,349.120792922822
4,"seaweeds",1976,508.686592362436
4,"seaweeds",1977,520.043296181218
4,"seaweeds",1978,483.328864120812
4,"seaweeds",1979,473.821648090609
4,"seaweeds",1980,494.9479371853
4,"seaweeds",1981,829.801345261275
4,"seaweeds",1982,828.860548406783
4,"seaweeds",1983,776.397086051743
4,"seaweeds",1984,759.312873131299
4,"seaweeds",1985,1296.22072806308
4,"seaweeds",1986,1237.84556618518
4,"seaweeds",1987,1423.01559787289
4,"seaweeds",1988,2095.07376118718
4,"seaweeds",1989,2325.93993249412
4,"seaweeds",1990,4329.46468813131
4,"seaweeds",1991,4842.29615639158
4,"seaweeds",1992,4713.62747676094
