"rgn_id","fao_rgn","Scientific_Name","Common_Name","TaxonKey","tons","year","stock_id"
4,27,"Crangon crangon","Common shrimp",690091,0.0396565176047648,1950,"Crangon_crangon-27"
4,27,"Crangonidae","Brown shrimps",490044,8.25365209962468,1950,"Crangonidae-27"
4,27,"Cyclopterus lumpus","Lumpfish",600062,27.4515093423948,1950,"Cyclopterus_lumpus-27"
4,27,"Cyprinidae","Carps, barbels, other cyprinids",400122,0.611267243056225,1950,"Cyprinidae-27"
4,27,"Echinoidea","Sea urchins, sea hedgehogs",290011,0.316294510969739,1950,"Echinoidea-27"
4,27,"Elasmobranchii","Sharks, rays, skates",200004,21.7366164287076,1950,"Elasmobranchii-27"
4,27,"Eleginus nawaga","Navaga",600314,3021.46137406169,1950,"Eleginus_nawaga-27"
4,27,"Gadidae","Cods, haddocks",400183,1.74125993356019,1950,"Gadidae-27"
4,27,"Gadiformes","Cods",300044,6396.84572545035,1950,"Gadiformes-27"
4,27,"Gadus morhua","Atlantic cod",600069,445387.153763876,1950,"Gadus_morhua-27"
4,27,"Hippoglossoides platessoides","American plaice",604239,2860.30551811123,1950,"Hippoglossoides_platessoides-27"
4,27,"Hippoglossus hippoglossus","Atlantic halibut",601371,0.202511924539143,1950,"Hippoglossus_hippoglossus-27"
4,27,"Limanda limanda","Common dab",600695,193.143940363578,1950,"Limanda_limanda-27"
4,27,"Lophiidae","Goosefishes",400190,2.3357696469233,1950,"Lophiidae-27"
4,27,"Lycodes","Eelpouts",501486,4.14834335168555,1950,"Lycodes-27"
4,27,"Macrouridae","Grenadiers, rattails",400185,10.5503087232529,1950,"Macrouridae-27"
4,27,"Macrourus berglax","Roughhead grenadier",600331,0.205290260918516,1950,"Macrourus_berglax-27"
4,27,"Mallotus villosus","Capelin",600252,68207.5666133891,1950,"Mallotus_villosus-27"
4,27,"Marine finfishes not identified","Finfishes",100139,21.5260971514781,1950,"Marine_finfishes_not_identified-27"
4,27,"Marine fishes not identified","Marine fishes nei",100039,43313.2395923691,1950,"Marine_fishes_not_identified-27"
4,27,"Melanogrammus aeglefinus","Haddock",601381,45788.4338053582,1950,"Melanogrammus_aeglefinus-27"
4,27,"Micromesistius poutassou","Blue whiting",600031,830.291286047292,1950,"Micromesistius_poutassou-27"
4,27,"Miscellaneous marine crustaceans","Marine crabs, shrimps, lobsters nei",100047,20.1284340129232,1950,"Miscellaneous_marine_crustaceans-27"
4,27,"Molva dypterygia","Blue ling",601383,7.70514546485964,1950,"Molva_dypterygia-27"
4,27,"Molva molva","Ling",600033,447.474930157774,1950,"Molva_molva-27"
4,27,"Phycis","Gunnels, forkbeards",509303,0.08173054913996,1950,"Phycis-27"
4,27,"Platichthys flesus","European flounder",601341,1.96345000590018,1950,"Platichthys_flesus-27"
4,27,"Pleuronectes platessa","European plaice",601342,9063.99632905579,1950,"Pleuronectes_platessa-27"
4,27,"Pleuronectidae","Righteye flounders",400440,4137.03098549918,1950,"Pleuronectidae-27"
