sciname,iucn_sid,rgn_id,rgn_name
Cepphus grylle,22694861,8,west
Charadrius hiaticula,22693759,8,west
Clangula hyemalis,22680427,8,west
Falco peregrinus,45354964,8,west
Falco rusticolus,22696500,8,west
Fratercula arctica,22694927,8,west
Fulmarus glacialis,22697866,8,west
Gavia immer,22697842,8,west
Gavia stellata,22697829,8,west
Haliaeetus albicilla,22695137,8,west
Histrionicus histrionicus,22680423,8,west
Hydrobates leucorhous,22698511,8,west
Larus glaucoides,22694346,8,west
Larus hyperboreus,22694343,8,west
Larus marinus,22694324,8,west
Larus ridibundus,22694420,8,west
Larus thayeri,22728995,8,west
Mergus serrator,22680485,8,west
Morus bassanus,22696657,8,west
Oenanthe oenanthe,22710272,8,west
Pagophila eburnea,22694473,8,west
Phalacrocorax carbo,22696792,8,west
Phalaropus fulicarius,22693494,8,west
Phalaropus lobatus,22693490,8,west
Pinguinus impennis,22694856,8,west
Plectrophenax nivalis,22721043,8,west
Puffinus puffinus,22698226,8,west
Rhodostethia rosea,22694476,8,west
Rissa tridactyla,22694497,8,west
Somateria mollissima,22680405,8,west
Somateria spectabilis,22680409,8,west
Stercorarius longicaudus,22694251,8,west
Stercorarius parasiticus,22694245,8,west
Stercorarius pomarinus,22694240,8,west
Sterna paradisaea,22694629,8,west
Uria aalge,22694841,8,west
Uria lomvia,22694847,8,west
Xema sabini,22694479,8,west
Stereomastis nana,185000,8,west
Phocoena phocoena,17027,8,west
Balaenoptera acutorostrata,2474,8,west
Phoca vitulina,17013,8,west
Globicephala melas,9250,8,west
Lagenorhynchus acutus,11141,8,west
Delphinus delphis,6336,8,west
Cystophora cristata,6204,8,west
Physeter macrocephalus,41755,8,west
Delphinapterus leucas,6335,8,west
Odobenus rosmarus,15106,8,west
Grampus griseus,9461,8,west
Erignathus barbatus,8010,8,west
Balaenoptera musculus,2477,8,west
Megaptera novaeangliae,13006,8,west
Balaenoptera physalus,2478,8,west
Balaenoptera borealis,2475,8,west
Pagophilus groenlandicus,41671,8,west
Lagenorhynchus albirostris,11142,8,west
Eubalaena glacialis,41712,8,west
Pusa hispida,41672,8,west
Monodon monoceros,13704,8,west
Balaena mysticetus,2467,8,west
Zostera marina,153538,8,west
Ursus maritimus,22823,8,west
Vulpes lagopus,899,8,west
Thunnus thynnus,21860,8,west
Alca torda,22694852,9,east
Alle alle,22694837,9,east
Anser brachyrhynchus,22679872,9,east
Anthus rubescens,22718575,9,east
Ardenna gravis,22698201,9,east
Ardenna grisea,22698209,9,east
Arenaria interpres,22693336,9,east
Branta bernicla,22679946,9,east
Branta leucopsis,22679943,9,east
Calcarius lapponicus,22721033,9,east
Calidris alba,22693369,9,east
Calidris alpina,22693427,9,east
Calidris canutus,22693363,9,east
Calidris maritima,22693420,9,east
Calidris minutilla,22693396,9,east
Calonectris borealis,22732244,9,east
Catharacta maccormicki,22694218,9,east
Catharacta skua,22694160,9,east
Cepphus grylle,22694861,9,east
Charadrius hiaticula,22693759,9,east
Clangula hyemalis,22680427,9,east
Falco peregrinus,45354964,9,east
Falco rusticolus,22696500,9,east
Fratercula arctica,22694927,9,east
Fulmarus glacialis,22697866,9,east
Gavia immer,22697842,9,east
Gavia stellata,22697829,9,east
Haliaeetus albicilla,22695137,9,east
Histrionicus histrionicus,22680423,9,east
Hydrobates leucorhous,22698511,9,east
Larus canus,22694308,9,east
Larus glaucoides,22694346,9,east
Larus hyperboreus,22694343,9,east
Larus marinus,22694324,9,east
Larus ridibundus,22694420,9,east
Melanitta nigra,22724879,9,east
Mergus serrator,22680485,9,east
Morus bassanus,22696657,9,east
Numenius phaeopus,22693178,9,east
Oenanthe oenanthe,22710272,9,east
Pagophila eburnea,22694473,9,east
Phalaropus lobatus,22693490,9,east
Pinguinus impennis,22694856,9,east
Plectrophenax nivalis,22721043,9,east
Pluvialis apricaria,22693727,9,east
Puffinus puffinus,22698226,9,east
Rhodostethia rosea,22694476,9,east
Rissa tridactyla,22694497,9,east
Somateria mollissima,22680405,9,east
Somateria spectabilis,22680409,9,east
Stercorarius longicaudus,22694251,9,east
Stercorarius parasiticus,22694245,9,east
Sterna paradisaea,22694629,9,east
Uria aalge,22694841,9,east
Uria lomvia,22694847,9,east
Xema sabini,22694479,9,east
Nephrops norvegicus,169967,9,east
Stereomastis nana,185000,9,east
Phocoena phocoena,17027,9,east
Balaenoptera acutorostrata,2474,9,east
Phoca vitulina,17013,9,east
Globicephala melas,9250,9,east
Lagenorhynchus acutus,11141,9,east
Delphinus delphis,6336,9,east
Cystophora cristata,6204,9,east
Physeter macrocephalus,41755,9,east
Odobenus rosmarus,15106,9,east
Grampus griseus,9461,9,east
Erignathus barbatus,8010,9,east
Balaenoptera musculus,2477,9,east
Megaptera novaeangliae,13006,9,east
Balaenoptera physalus,2478,9,east
Balaenoptera borealis,2475,9,east
Pagophilus groenlandicus,41671,9,east
Lagenorhynchus albirostris,11142,9,east
Eubalaena glacialis,41712,9,east
Pusa hispida,41672,9,east
Monodon monoceros,13704,9,east
Balaena mysticetus,2472,9,east
Mesothuria lactea,180468,9,east
Mesothuria intestinalis,180540,9,east
Bathyplotes natans,180452,9,east
Zostera marina,153538,9,east
Ursus maritimus,22823,9,east
Vulpes lagopus,899,9,east
Xiphias gladius,23148,9,east
Scomber scombrus,170354,9,east
