rgn_id,stock_id,year,bbmsy
4,Molva_molva-27,2013,1.270450129
4,Molva_molva-27,2014,1.255297985
4,Pollachius_pollachius-27,2001,0.884973203
4,Pollachius_pollachius-27,2002,0.898090907
4,Pollachius_pollachius-27,2003,0.910306534
4,Pollachius_pollachius-27,2004,0.9217042
4,Pollachius_pollachius-27,2005,0.937739037
4,Pollachius_pollachius-27,2006,0.961080578
4,Pollachius_pollachius-27,2007,0.992561521
4,Pollachius_pollachius-27,2008,1.028643723
4,Pollachius_pollachius-27,2009,1.063705652
4,Pollachius_pollachius-27,2010,1.095483496
4,Pollachius_pollachius-27,2011,1.125102612
4,Pollachius_pollachius-27,2012,1.156516097
4,Pollachius_pollachius-27,2013,1.181664812
4,Pollachius_pollachius-27,2014,1.200041667
4,Brosme_brosme-21,2001,0.747
4,Brosme_brosme-21,2002,0.649
4,Brosme_brosme-21,2003,0.458
4,Brosme_brosme-21,2004,0.583
4,Brosme_brosme-21,2005,0.542
4,Brosme_brosme-21,2006,0.537
4,Brosme_brosme-21,2007,0.655
4,Brosme_brosme-21,2008,0.290993935
4,Brosme_brosme-21,2009,0.304199191
4,Brosme_brosme-21,2010,0.319958604
4,Brosme_brosme-21,2011,0.33860534
4,Brosme_brosme-21,2012,0.360335257
4,Brosme_brosme-21,2013,0.384721038
4,Brosme_brosme-21,2014,0.412172224
4,Brosme_brosme-27,2001,0.515206382
4,Brosme_brosme-27,2002,0.499087754
4,Brosme_brosme-27,2003,0.486915269
4,Brosme_brosme-27,2004,0.480678601
4,Brosme_brosme-27,2005,0.480352116
4,Brosme_brosme-27,2006,0.483413001
4,Brosme_brosme-27,2007,0.488362317
4,Brosme_brosme-27,2008,0.49034409
4,Brosme_brosme-27,2009,0.49046692
4,Brosme_brosme-27,2010,0.486147225
4,Brosme_brosme-27,2011,0.479828466
4,Brosme_brosme-27,2012,0.47269944
4,Brosme_brosme-27,2013,0.468042413
4,Brosme_brosme-27,2014,0.465054462
4,Cyclopterus_lumpus-21,2001,0.271063226
4,Cyclopterus_lumpus-21,2002,0.286578866
4,Cyclopterus_lumpus-21,2003,0.301701698
4,Cyclopterus_lumpus-21,2004,0.31635055
4,Cyclopterus_lumpus-21,2005,0.329394122
4,Cyclopterus_lumpus-21,2006,0.341210074
4,Cyclopterus_lumpus-21,2007,0.352751563
4,Cyclopterus_lumpus-21,2008,0.365180756
4,Cyclopterus_lumpus-21,2009,0.37889226
4,Cyclopterus_lumpus-21,2010,0.394028196
4,Cyclopterus_lumpus-21,2011,0.409168397
4,Cyclopterus_lumpus-21,2012,0.424554105
4,Cyclopterus_lumpus-21,2013,0.437825475
4,Cyclopterus_lumpus-21,2014,0.451193596
4,Cyclopterus_lumpus-27,2001,0.572344007
4,Cyclopterus_lumpus-27,2002,0.576768114
4,Cyclopterus_lumpus-27,2003,0.570426883
4,Cyclopterus_lumpus-27,2004,0.559815323
4,Cyclopterus_lumpus-27,2005,0.546893529
4,Cyclopterus_lumpus-27,2006,0.532557396
