rgn_id,stock_id_taxonkey,year,mean_catch
6,Squalidae-27_400013,2001,34.18289026
6,Rajidae-27_400019,2001,0.078444224
6,Acipenseridae-27_400032,2001,0.598008047
6,Clupeidae-27_400043,2001,25.12510878
6,Congridae-27_400062,2001,2.801765559
6,Salmonidae-27_400076,2001,2.428618591
6,Gadidae-27_400183,2001,59.48010257
6,Macrouridae-27_400185,2001,32.39650809
6,Lophiidae-27_400190,2001,3.1079466
6,Triglidae-27_400266,2001,12.83778431
6,Cottidae-27_400277,2001,0.123171489
6,Carangidae-27_400314,2001,3.472151119
6,Anarhichadidae-27_400396,2001,2.154905404
6,Scombridae-27_400416,2001,15.27386054
6,Pleuronectidae-27_400440,2001,46.60142693
6,Scophthalmidae-27_400515,2001,8.573377292
6,Crangonidae-27_490044,2001,30.76700619
6,Mytilidae-27_490054,2001,14.6627218
6,Pectinidae-27_490055,2001,0.327047746
6,Raja-27_500108,2001,46.59747091
6,Salmo-27_500136,2001,6.819419867
6,Sebastes-27_501135,2001,12364.63068
6,Lepidorhombus-27_503124,2001,0.357439782
6,Anarhichas-27_505897,2001,135.1152843
6,Coregonus-27_506253,2001,81.72156787
6,Pandalus-27_590093,2001,5.039691252
6,Clupea_harengus-27_600024,2001,301524.8086
6,Glyptocephalus_cynoglossus-27_600026,2001,90.97469698
6,Lepidorhombus_whiffiagonis-27_600028,2001,0.34669744
6,Merlangius_merlangus-27_600029,2001,513.1136994
6,Merluccius_merluccius-27_600030,2001,96.54316436
6,Micromesistius_poutassou-27_600031,2001,69076.93152
6,Molva_molva-27_600033,2001,5185.372
6,Pollachius_pollachius-27_600034,2001,76.63986857
6,Anguilla_anguilla-27_600035,2001,26.19803152
6,Brosme_brosme-27_600051,2001,11646.34064
6,Cyclopterus_lumpus-27_600062,2001,101.6404938
6,Eutrigla_gurnardus-27_600068,2001,68.16612657
6,Gadus_morhua-27_600069,2001,288054.1774
6,Lamna_nasus-27_600088,2001,7.76143387
6,Cetorhinus_maximus-27_600090,2001,705.3645944
6,Somniosus_microcephalus-27_600138,2001,0.003309724
6,Squalus_acanthias-27_600139,2001,695.9898186
6,Thunnus_thynnus-27_600147,2001,0.005837207
6,Salmo_salar-27_600236,2001,92.85840904
6,Salmo_trutta-27_600238,2001,0.324283586
6,Mallotus_villosus-27_600252,2001,285496.8136
6,Esox_lucius-27_600258,2001,0.031253721
6,Carassius_carassius-27_600270,2001,0.099530826
6,Rutilus_rutilus-27_600272,2001,0.037022354
6,Conger_conger-27_600301,2001,0.011495693
6,Boreogadus_saida-27_600319,2001,14580.64399
6,Macrourus_berglax-27_600331,2001,3.26384398
6,Perca_fluviatilis-27_600358,2001,0.06488537
6,Zoarces_viviparus-27_600479,2001,0.35067835
6,Sebastes_norvegicus-27_600501,2001,8809.618268
6,Sebastes_mentella-27_600505,2001,5450.069424
6,Reinhardtius_hippoglossoides-27_600516,2001,8258.636709
6,Limanda_limanda-27_600695,2001,71.96993828
6,Lophius_piscatorius-27_600716,2001,9.670880307
6,Trisopterus_esmarkii-27_601023,2001,4341.262131
6,Phycis_blennoides-27_601340,2001,0.287450599
6,Platichthys_flesus-27_601341,2001,255.2997193
6,Pleuronectes_platessa-27_601342,2001,3292.857064
6,Pollachius_virens-27_601343,2001,97751.00217
6,Scophthalmus_maximus-27_601348,2001,8.283053708
6,Hippoglossus_hippoglossus-27_601371,2001,8.952652855
6,Melanogrammus_aeglefinus-27_601381,2001,76264.59051
6,Microstomus_kitt-27_601382,2001,19.77700867
6,Molva_dypterygia-27_601383,2001,23.28743772
6,Raja_clavata-27_602059,2001,1.614490853
6,Anarhichas_lupus-27_602501,2001,6325.729969
6,Argentina_silus-27_602700,2001,235.1482146
6,Anarhichas_minor-27_603811,2001,23.80013051
6,Hippoglossoides_platessoides-27_604239,2001,1990.756387
6,Galeorhinus_galeus-27_604642,2001,0.132647952
6,Mytilus_edulis-27_690053,2001,1612.850995
6,Cardium_edule-27_690087,2001,69.54013927
6,Crangon_crangon-27_690091,2001,46.79469359
6,Cancer_pagurus-27_690119,2001,0.257750183
6,Echinus_esculentus-27_690122,2001,0.227333001
6,Homarus_gammarus-27_690125,2001,0.164435502
6,Pandalus_borealis-27_690269,2001,281.121372
6,Nephrops_norvegicus-27_690273,2001,38.87945335
6,Meganyctiphanes_norvegica-27_690274,2001,1.343749057
6,Buccinum_undatum-27_690434,2001,0.947180155
7,Marine_fishes_not_identified-27_100039,2001,31058.79743
7,Miscellaneous_marine_crustaceans-27_100047,2001,0.597911928
7,Marine_finfishes_not_identified-27_100139,2001,11.85113776
7,Marine_groundfishes_not_identified-27_100239,2001,0.534484199
7,Marine_pelagic_fishes_not_identified-27_100339,2001,0.078251323
7,Mollusca-27_190195,2001,0.205741903
7,Elasmobranchii-27_200004,2001,0.631713388
7,Chondrichtyes-27_200538,2001,0.006989772
7,Cephalopoda-27_290002,2001,0.021914303
7,Bivalvia-27_290004,2001,0.330233262
7,Echinoidea-27_290011,2001,0.001772342
7,Rajiformes-27_300014,2001,0.000986727
7,Scorpaeniformes-27_300059,2001,12.52506863
7,Perciformes-27_300060,2001,0.531653095
7,Teuthida-27_390002,2001,0.000158794
7,Rajidae-27_400019,2001,0.006962982
7,Lophiidae-27_400190,2001,0.090451498
7,Triglidae-27_400266,2001,0.075750464
7,Cottidae-27_400277,2001,0.000502383
7,Sebastes-27_501135,2001,0.44563086
7,Pandalus-27_590093,2001,0.001296214
7,Micromesistius_poutassou-27_600031,2001,4581.825591
7,Gadus_morhua-27_600069,2001,39.79823856
7,Lamna_nasus-27_600088,2001,0.00688899
7,Sebastes_norvegicus-27_600501,2001,0.564516129
7,Melanogrammus_aeglefinus-27_601381,2001,11.69167337
7,Molva_dypterygia-27_601383,2001,0.511491757
7,Buccinum_undatum-27_690434,2001,0.001577269
8,Marine_fishes_not_identified-18_100039,2001,3.488151792
8,Marine_finfishes_not_identified-18_100139,2001,0.029803997
8,Marine_groundfishes_not_identified-18_100239,2001,0.135556395
8,Mollusca-18_190195,2001,0.003160998
8,Elasmobranchii-18_200004,2001,2.95E-08
8,Chondrichtyes-18_200538,2001,4.42E-05
8,Bivalvia-18_290004,2001,0.002054387
8,Scyphozoa-18_290013,2001,8.13E-06
8,Gadiformes-18_300044,2001,0.00368524
8,Scorpaeniformes-18_300059,2001,0.000159939
8,Perciformes-18_300060,2001,2.63E-06
8,Pleuronectiformes-18_300061,2001,0.006835536
8,Rajidae-18_400019,2001,1.479299942
8,Gadidae-18_400183,2001,7.85E-05
8,Cottidae-18_400277,2001,3.07E-07
8,Anarhichadidae-18_400396,2001,6.832041321
8,Mactridae-18_490063,2001,0.028037186
8,Sebastes-18_501135,2001,2.946290635
8,Salvelinus-18_501410,2001,0.000792803
8,Lycodes-18_501486,2001,0.035035727
8,Anarhichas-18_505897,2001,8.901799674
8,Somniosus_microcephalus-18_600138,2001,0.005013089
8,Salvelinus_alpinus_alpinus-18_600247,2001,0.095189692
8,Gadus_ogac-18_600309,2001,1.194434571
8,Boreogadus_saida-18_600319,2001,0.045799805
8,Macrourus_berglax-18_600331,2001,1.876592162
8,Anarhichas_denticulatus-18_603810,2001,0.004738876
8,Strongylocentrotus_droebachiensis-18_690494,2001,3.58E-08
8,Marine_fishes_not_identified-21_100039,2001,4312.412102
8,Miscellaneous_marine_crustaceans-21_100047,2001,0.255379095
8,Marine_finfishes_not_identified-21_100139,2001,110.4731491
8,Marine_groundfishes_not_identified-21_100239,2001,147.1070229
8,Marine_pelagic_fishes_not_identified-21_100339,2001,0.037076947
8,Mollusca-21_190195,2001,10.78848872
8,Elasmobranchii-21_200004,2001,0.00045348
8,Chondrichtyes-21_200538,2001,3.042712838
8,Bivalvia-21_290004,2001,5.09578861
8,Scyphozoa-21_290013,2001,0.000210874
8,Malacostraca-21_290022,2001,16.9494447
8,Gadiformes-21_300044,2001,0.46462889
8,Scorpaeniformes-21_300059,2001,3.660921235
8,Perciformes-21_300060,2001,0.057300528
8,Pleuronectiformes-21_300061,2001,8.962327925
8,Teuthida-21_390002,2001,126.0558716
8,Squalidae-21_400013,2001,10.41469202
8,Rajidae-21_400019,2001,285.9644514
8,Cottidae-21_400277,2001,0.000301935
